	G_intestinali_aa	G_muris_aa	G_salmonicida_aa
OG0008197			KAH0574128.1
OG0008198			KAH0574129.1
OG0008199			KAH0574130.1
OG0008200			KAH0574131.1
OG0008201			KAH0574132.1
OG0008202			KAH0574134.1
OG0008203			KAH0574135.1
OG0008204			KAH0574136.1
OG0008205			KAH0574137.1
OG0008206			KAH0574138.1
OG0008207			KAH0574139.1
OG0008208			KAH0574140.1
OG0008209			KAH0574141.1
OG0008210			KAH0574142.1
OG0008211			KAH0574143.1
OG0008212			KAH0574144.1
OG0008213			KAH0574145.1
OG0008214			KAH0574147.1
OG0008215			KAH0574148.1
OG0008216			KAH0574149.1
OG0008217			KAH0574150.1
OG0008218			KAH0574151.1
OG0008219			KAH0574153.1
OG0008220			KAH0574156.1
OG0008221			KAH0574157.1
OG0008222			KAH0574158.1
OG0008223			KAH0574159.1
OG0008224			KAH0574160.1
OG0008225			KAH0574162.1
OG0008226			KAH0574163.1
OG0008227			KAH0574164.1
OG0008228			KAH0574165.1
OG0008229			KAH0574166.1
OG0008230			KAH0574167.1
OG0008231			KAH0574168.1
OG0008232			KAH0574170.1
OG0008233			KAH0574173.1
OG0008234			KAH0574174.1
OG0008235			KAH0574175.1
OG0008236			KAH0574176.1
OG0008237			KAH0574178.1
OG0008238			KAH0574179.1
OG0008239			KAH0574180.1
OG0008240			KAH0574181.1
OG0008241			KAH0574183.1
OG0008242			KAH0574184.1
OG0008243			KAH0574185.1
OG0008244			KAH0574186.1
OG0008245			KAH0574187.1
OG0008246			KAH0574190.1
OG0008247			KAH0574191.1
OG0008248			KAH0574192.1
OG0008249			KAH0574193.1
OG0008250			KAH0574194.1
OG0008251			KAH0574195.1
OG0008252			KAH0574196.1
OG0008253			KAH0574199.1
OG0008254			KAH0574200.1
OG0008255			KAH0574201.1
OG0008256			KAH0574202.1
OG0008257			KAH0574203.1
OG0008258			KAH0574205.1
OG0008259			KAH0574206.1
OG0008260			KAH0574208.1
OG0008261			KAH0574210.1
OG0008262			KAH0574211.1
OG0008263			KAH0574213.1
OG0008264			KAH0574214.1
OG0008265			KAH0574215.1
OG0008266			KAH0574217.1
OG0008267			KAH0574218.1
OG0008268			KAH0574219.1
OG0008269			KAH0574220.1
OG0008270			KAH0574222.1
OG0008271			KAH0574224.1
OG0008272			KAH0574225.1
OG0008273			KAH0574226.1
OG0008274			KAH0574228.1
OG0008275			KAH0574229.1
OG0008276			KAH0574230.1
OG0008277			KAH0574232.1
OG0008278			KAH0574233.1
OG0008279			KAH0574235.1
OG0008280			KAH0574236.1
OG0008281			KAH0574238.1
OG0008282			KAH0574239.1
OG0008283			KAH0574240.1
OG0008284			KAH0574241.1
OG0008285			KAH0574244.1
OG0008286			KAH0574245.1
OG0008287			KAH0574246.1
OG0008288			KAH0574247.1
OG0008289			KAH0574248.1
OG0008290			KAH0574249.1
OG0008291			KAH0574250.1
OG0008292			KAH0574251.1
OG0008293			KAH0574252.1
OG0008294			KAH0574253.1
OG0008295			KAH0574255.1
OG0008296			KAH0574257.1
OG0008297			KAH0574258.1
OG0008298			KAH0574259.1
OG0008299			KAH0574260.1
OG0008300			KAH0574261.1
OG0008301			KAH0574262.1
OG0008302			KAH0574263.1
OG0008303			KAH0574266.1
OG0008304			KAH0574267.1
OG0008305			KAH0574268.1
OG0008306			KAH0574269.1
OG0008307			KAH0574270.1
OG0008308			KAH0574271.1
OG0008309			KAH0574272.1
OG0008310			KAH0574273.1
OG0008311			KAH0574276.1
OG0008312			KAH0574277.1
OG0008313			KAH0574278.1
OG0008314			KAH0574279.1
OG0008315			KAH0574281.1
OG0008316			KAH0574282.1
OG0008317			KAH0574284.1
OG0008318			KAH0574285.1
OG0008319			KAH0574288.1
OG0008320			KAH0574289.1
OG0008321			KAH0574290.1
OG0008322			KAH0574291.1
OG0008323			KAH0574293.1
OG0008324			KAH0574294.1
OG0008325			KAH0574296.1
OG0008326			KAH0574297.1
OG0008327			KAH0574298.1
OG0008328			KAH0574299.1
OG0008329			KAH0574300.1
OG0008330			KAH0574301.1
OG0008331			KAH0574303.1
OG0008332			KAH0574304.1
OG0008333			KAH0574305.1
OG0008334			KAH0574308.1
OG0008335			KAH0574309.1
OG0008336			KAH0574314.1
OG0008337			KAH0574319.1
OG0008338			KAH0574320.1
OG0008339			KAH0574322.1
OG0008340			KAH0574323.1
OG0008341			KAH0574324.1
OG0008342			KAH0574327.1
OG0008343			KAH0574330.1
OG0008344			KAH0574332.1
OG0008345			KAH0574335.1
OG0008346			KAH0574337.1
OG0008347			KAH0574341.1
OG0008348			KAH0574342.1
OG0008349			KAH0574344.1
OG0008350			KAH0574345.1
OG0008351			KAH0574346.1
OG0008352			KAH0574347.1
OG0008353			KAH0574349.1
OG0008354			KAH0574351.1
OG0008355			KAH0574352.1
OG0008356			KAH0574353.1
OG0008357			KAH0574354.1
OG0008358			KAH0574355.1
OG0008359			KAH0574357.1
OG0008360			KAH0574358.1
OG0008361			KAH0574359.1
OG0008362			KAH0574360.1
OG0008363			KAH0574361.1
OG0008364			KAH0574365.1
OG0008365			KAH0574366.1
OG0008366			KAH0574367.1
OG0008367			KAH0574368.1
OG0008368			KAH0574369.1
OG0008369			KAH0574370.1
OG0008370			KAH0574371.1
OG0008371			KAH0574372.1
OG0008372			KAH0574375.1
OG0008373			KAH0574376.1
OG0008374			KAH0574379.1
OG0008375			KAH0574381.1
OG0008376			KAH0574384.1
OG0008377			KAH0574385.1
OG0008378			KAH0574390.1
OG0008379			KAH0574391.1
OG0008380			KAH0574392.1
OG0008381			KAH0574393.1
OG0008382			KAH0574394.1
OG0008383			KAH0574395.1
OG0008384			KAH0574397.1
OG0008385			KAH0574398.1
OG0008386			KAH0574399.1
OG0008387			KAH0574400.1
OG0008388			KAH0574401.1
OG0008389			KAH0574404.1
OG0008390			KAH0574406.1
OG0008391			KAH0574408.1
OG0008392			KAH0574409.1
OG0008393			KAH0574410.1
OG0008394			KAH0574411.1
OG0008395			KAH0574412.1
OG0008396			KAH0574414.1
OG0008397			KAH0574415.1
OG0008398			KAH0574416.1
OG0008399			KAH0574417.1
OG0008400			KAH0574418.1
OG0008401			KAH0574419.1
OG0008402			KAH0574421.1
OG0008403			KAH0574423.1
OG0008404			KAH0574426.1
OG0008405			KAH0574427.1
OG0008406			KAH0574429.1
OG0008407			KAH0574430.1
OG0008408			KAH0574431.1
OG0008409			KAH0574433.1
OG0008410			KAH0574439.1
OG0008411			KAH0574440.1
OG0008412			KAH0574442.1
OG0008413			KAH0574444.1
OG0008414			KAH0574449.1
OG0008415			KAH0574450.1
OG0008416			KAH0574451.1
OG0008417			KAH0574455.1
OG0008418			KAH0574457.1
OG0008419			KAH0574458.1
OG0008420			KAH0574459.1
OG0008421			KAH0574460.1
OG0008422			KAH0574463.1
OG0008423			KAH0574465.1
OG0008424			KAH0574467.1
OG0008425			KAH0574470.1
OG0008426			KAH0574471.1
OG0008427			KAH0574474.1
OG0008428			KAH0574476.1
OG0008429			KAH0574477.1
OG0008430			KAH0574478.1
OG0008431			KAH0574479.1
OG0008432			KAH0574480.1
OG0008433			KAH0574481.1
OG0008434			KAH0574482.1
OG0008435			KAH0574483.1
OG0008436			KAH0574484.1
OG0008437			KAH0574485.1
OG0008438			KAH0574486.1
OG0008439			KAH0574489.1
OG0008440			KAH0574491.1
OG0008441			KAH0574492.1
OG0008442			KAH0574494.1
OG0008443			KAH0574495.1
OG0008444			KAH0574496.1
OG0008445			KAH0574497.1
OG0008446			KAH0574498.1
OG0008447			KAH0574502.1
OG0008448			KAH0574503.1
OG0008449			KAH0574505.1
OG0008450			KAH0574506.1
OG0008451			KAH0574507.1
OG0008452			KAH0574508.1
OG0008453			KAH0574510.1
OG0008454			KAH0574511.1
OG0008455			KAH0574512.1
OG0008456			KAH0574513.1
OG0008457			KAH0574514.1
OG0008458			KAH0574515.1
OG0008459			KAH0574518.1
OG0008460			KAH0574519.1
OG0008461			KAH0574520.1
OG0008462			KAH0574522.1
OG0008463			KAH0574523.1
OG0008464			KAH0574527.1
OG0008465			KAH0574529.1
OG0008466			KAH0574530.1
OG0008467			KAH0574531.1
OG0008468			KAH0574532.1
OG0008469			KAH0574533.1
OG0008470			KAH0574534.1
OG0008471			KAH0574535.1
OG0008472			KAH0574537.1
OG0008473			KAH0574538.1
OG0008474			KAH0574539.1
OG0008475			KAH0574542.1
OG0008476			KAH0574543.1
OG0008477			KAH0574546.1
OG0008478			KAH0574547.1
OG0008479			KAH0574548.1
OG0008480			KAH0574549.1
OG0008481			KAH0574553.1
OG0008482			KAH0574554.1
OG0008483			KAH0574555.1
OG0008484			KAH0574556.1
OG0008485			KAH0574557.1
OG0008486			KAH0574559.1
OG0008487			KAH0574561.1
OG0008488			KAH0574564.1
OG0008489			KAH0574565.1
OG0008490			KAH0574566.1
OG0008491			KAH0574567.1
OG0008492			KAH0574568.1
OG0008493			KAH0574569.1
OG0008494			KAH0574570.1
OG0008495			KAH0574572.1
OG0008496			KAH0574573.1
OG0008497			KAH0574574.1
OG0008498			KAH0574575.1
OG0008499			KAH0574576.1
OG0008500			KAH0574577.1
OG0008501			KAH0574579.1
OG0008502			KAH0574582.1
OG0008503			KAH0574584.1
OG0008504			KAH0574589.1
OG0008505			KAH0574590.1
OG0008506			KAH0574595.1
OG0008507			KAH0574596.1
OG0008508			KAH0574597.1
OG0008509			KAH0574598.1
OG0008510			KAH0574599.1
OG0008511			KAH0574600.1
OG0008512			KAH0574601.1
OG0008513			KAH0574602.1
OG0008514			KAH0574604.1
OG0008515			KAH0574605.1
OG0008516			KAH0574606.1
OG0008517			KAH0574607.1
OG0008518			KAH0574608.1
OG0008519			KAH0574609.1
OG0008520			KAH0574610.1
OG0008521			KAH0574611.1
OG0008522			KAH0574612.1
OG0008523			KAH0574613.1
OG0008524			KAH0574614.1
OG0008525			KAH0574615.1
OG0008526			KAH0574616.1
OG0008527			KAH0574617.1
OG0008528			KAH0574618.1
OG0008529			KAH0574619.1
OG0008530			KAH0574620.1
OG0008531			KAH0574621.1
OG0008532			KAH0574624.1
OG0008533			KAH0574625.1
OG0008534			KAH0574626.1
OG0008535			KAH0574628.1
OG0008536			KAH0574629.1
OG0008537			KAH0574630.1
OG0008538			KAH0574631.1
OG0008539			KAH0574632.1
OG0008540			KAH0574633.1
OG0008541			KAH0574634.1
OG0008542			KAH0574636.1
OG0008543			KAH0574637.1
OG0008544			KAH0574639.1
OG0008545			KAH0574640.1
OG0008546			KAH0574641.1
OG0008547			KAH0574642.1
OG0008548			KAH0574644.1
OG0008549			KAH0574645.1
OG0008550			KAH0574647.1
OG0008551			KAH0574649.1
OG0008552			KAH0574653.1
OG0008553			KAH0574656.1
OG0008554			KAH0574657.1
OG0008555			KAH0574658.1
OG0008556			KAH0574659.1
OG0008557			KAH0574660.1
OG0008558			KAH0574661.1
OG0008559			KAH0574662.1
OG0008560			KAH0574664.1
OG0008561			KAH0574666.1
OG0008562			KAH0574667.1
OG0008563			KAH0574668.1
OG0008564			KAH0574671.1
OG0008565			KAH0574672.1
OG0008566			KAH0574673.1
OG0008567			KAH0574675.1
OG0008568			KAH0574677.1
OG0008569			KAH0574678.1
OG0008570			KAH0574679.1
OG0008571			KAH0574680.1
OG0008572			KAH0574681.1
OG0008573			KAH0574682.1
OG0008574			KAH0574683.1
OG0008575			KAH0574685.1
OG0008576			KAH0574686.1
OG0008577			KAH0574689.1
OG0008578			KAH0574690.1
OG0008579			KAH0574692.1
OG0008580			KAH0574693.1
OG0008581			KAH0574694.1
OG0008582			KAH0574695.1
OG0008583			KAH0574697.1
OG0008584			KAH0574698.1
OG0008585			KAH0574699.1
OG0008586			KAH0574700.1
OG0008587			KAH0574701.1
OG0008588			KAH0574703.1
OG0008589			KAH0574704.1
OG0008590			KAH0574705.1
OG0008591			KAH0574707.1
OG0008592			KAH0574708.1
OG0008593			KAH0574709.1
OG0008594			KAH0574713.1
OG0008595			KAH0574714.1
OG0008596			KAH0574716.1
OG0008597			KAH0574717.1
OG0008598			KAH0574718.1
OG0008599			KAH0574719.1
OG0008600			KAH0574721.1
OG0008601			KAH0574722.1
OG0008602			KAH0574723.1
OG0008603			KAH0574725.1
OG0008604			KAH0574727.1
OG0008605			KAH0574728.1
OG0008606			KAH0574731.1
OG0008607			KAH0574732.1
OG0008608			KAH0574734.1
OG0008609			KAH0574735.1
OG0008610			KAH0574736.1
OG0008611			KAH0574738.1
OG0008612			KAH0574739.1
OG0008613			KAH0574740.1
OG0008614			KAH0574741.1
OG0008615			KAH0574742.1
OG0008616			KAH0574743.1
OG0008617			KAH0574744.1
OG0008618			KAH0574745.1
OG0008619			KAH0574747.1
OG0008620			KAH0574748.1
OG0008621			KAH0574750.1
OG0008622			KAH0574751.1
OG0008623			KAH0574752.1
OG0008624			KAH0574753.1
OG0008625			KAH0574756.1
OG0008626			KAH0574757.1
OG0008627			KAH0574758.1
OG0008628			KAH0574760.1
OG0008629			KAH0574761.1
OG0008630			KAH0574762.1
OG0008631			KAH0574763.1
OG0008632			KAH0574764.1
OG0008633			KAH0574767.1
OG0008634			KAH0574768.1
OG0008635			KAH0574769.1
OG0008636			KAH0574770.1
OG0008637			KAH0574772.1
OG0008638			KAH0574773.1
OG0008639			KAH0574777.1
OG0008640			KAH0574778.1
OG0008641			KAH0574779.1
OG0008642			KAH0574780.1
OG0008643			KAH0574781.1
OG0008644			KAH0574782.1
OG0008645			KAH0574783.1
OG0008646			KAH0574784.1
OG0008647			KAH0574785.1
OG0008648			KAH0574787.1
OG0008649			KAH0574788.1
OG0008650			KAH0574789.1
OG0008651			KAH0574790.1
OG0008652			KAH0574791.1
OG0008653			KAH0574792.1
OG0008654			KAH0574793.1
OG0008655			KAH0574794.1
OG0008656			KAH0574795.1
OG0008657			KAH0574796.1
OG0008658			KAH0574797.1
OG0008659			KAH0574798.1
OG0008660			KAH0574801.1
OG0008661			KAH0574802.1
OG0008662			KAH0574803.1
OG0008663			KAH0574805.1
OG0008664			KAH0574806.1
OG0008665			KAH0574807.1
OG0008666			KAH0574808.1
OG0008667			KAH0574809.1
OG0008668			KAH0574810.1
OG0008669			KAH0574811.1
OG0008670			KAH0574812.1
OG0008671			KAH0574813.1
OG0008672			KAH0574814.1
OG0008673			KAH0574815.1
OG0008674			KAH0574818.1
OG0008675			KAH0574819.1
OG0008676			KAH0574820.1
OG0008677			KAH0574822.1
OG0008678			KAH0574823.1
OG0008679			KAH0574825.1
OG0008680			KAH0574826.1
OG0008681			KAH0574829.1
OG0008682			KAH0574830.1
OG0008683			KAH0574831.1
OG0008684			KAH0574833.1
OG0008685			KAH0574835.1
OG0008686			KAH0574837.1
OG0008687			KAH0574838.1
OG0008688			KAH0574839.1
OG0008689			KAH0574841.1
OG0008690			KAH0574842.1
OG0008691			KAH0574843.1
OG0008692			KAH0574844.1
OG0008693			KAH0574845.1
OG0008694			KAH0574846.1
OG0008695			KAH0574847.1
OG0008696			KAH0574848.1
OG0008697			KAH0574849.1
OG0008698			KAH0574850.1
OG0008699			KAH0574851.1
OG0008700			KAH0574852.1
OG0008701			KAH0574854.1
OG0008702			KAH0574856.1
OG0008703			KAH0574857.1
OG0008704			KAH0574858.1
OG0008705			KAH0574859.1
OG0008706			KAH0574860.1
OG0008707			KAH0574861.1
OG0008708			KAH0574863.1
OG0008709			KAH0574864.1
OG0008710			KAH0574865.1
OG0008711			KAH0574867.1
OG0008712			KAH0574868.1
OG0008713			KAH0574869.1
OG0008714			KAH0574872.1
OG0008715			KAH0574873.1
OG0008716			KAH0574876.1
OG0008717			KAH0574877.1
OG0008718			KAH0574880.1
OG0008719			KAH0574882.1
OG0008720			KAH0574883.1
OG0008721			KAH0574885.1
OG0008722			KAH0574888.1
OG0008723			KAH0574890.1
OG0008724			KAH0574891.1
OG0008725			KAH0574892.1
OG0008726			KAH0574893.1
OG0008727			KAH0574895.1
OG0008728			KAH0574896.1
OG0008729			KAH0574897.1
OG0008730			KAH0574898.1
OG0008731			KAH0574901.1
OG0008732			KAH0574902.1
OG0008733			KAH0574903.1
OG0008734			KAH0574904.1
OG0008735			KAH0574905.1
OG0008736			KAH0574906.1
OG0008737			KAH0574907.1
OG0008738			KAH0574908.1
OG0008739			KAH0574911.1
OG0008740			KAH0574912.1
OG0008741			KAH0574914.1
OG0008742			KAH0574917.1
OG0008743			KAH0574919.1
OG0008744			KAH0574920.1
OG0008745			KAH0574921.1
OG0008746			KAH0574922.1
OG0008747			KAH0574923.1
OG0008748			KAH0574925.1
OG0008749			KAH0574926.1
OG0008750			KAH0574927.1
OG0008751			KAH0574928.1
OG0008752			KAH0574929.1
OG0008753			KAH0574930.1
OG0008754			KAH0574931.1
OG0008755			KAH0574932.1
OG0008756			KAH0574933.1
OG0008757			KAH0574934.1
OG0008758			KAH0574935.1
OG0008759			KAH0574936.1
OG0008760			KAH0574937.1
OG0008761			KAH0574940.1
OG0008762			KAH0574941.1
OG0008763			KAH0574942.1
OG0008764			KAH0574944.1
OG0008765			KAH0574945.1
OG0008766			KAH0574948.1
OG0008767			KAH0574949.1
OG0008768			KAH0574950.1
OG0008769			KAH0574951.1
OG0008770			KAH0574952.1
OG0008771			KAH0574957.1
OG0008772			KAH0574958.1
OG0008773			KAH0574959.1
OG0008774			KAH0574961.1
OG0008775			KAH0574962.1
OG0008776			KAH0574963.1
OG0008777			KAH0574964.1
OG0008778			KAH0574965.1
OG0008779			KAH0574966.1
OG0008780			KAH0574967.1
OG0008781			KAH0574968.1
OG0008782			KAH0574969.1
OG0008783			KAH0574970.1
OG0008784			KAH0574971.1
OG0008785			KAH0574973.1
OG0008786			KAH0574975.1
OG0008787			KAH0574977.1
OG0008788			KAH0574978.1
OG0008789			KAH0574979.1
OG0008790			KAH0574980.1
OG0008791			KAH0574981.1
OG0008792			KAH0574983.1
OG0008793			KAH0574985.1
OG0008794			KAH0574986.1
OG0008795			KAH0574987.1
OG0008796			KAH0574988.1
OG0008797			KAH0574989.1
OG0008798			KAH0574990.1
OG0008799			KAH0574991.1
OG0008800			KAH0574992.1
OG0008801			KAH0574993.1
OG0008802			KAH0574994.1
OG0008803			KAH0574995.1
OG0008804			KAH0574996.1
OG0008805			KAH0574997.1
OG0008806			KAH0574998.1
OG0008807			KAH0574999.1
OG0008808			KAH0575000.1
OG0008809			KAH0575001.1
OG0008810			KAH0575003.1
OG0008811			KAH0575004.1
OG0008812			KAH0575005.1
OG0008813			KAH0575008.1
OG0008814			KAH0575010.1
OG0008815			KAH0575011.1
OG0008816			KAH0575012.1
OG0008817			KAH0575013.1
OG0008818			KAH0575014.1
OG0008819			KAH0575016.1
OG0008820			KAH0575018.1
OG0008821			KAH0575019.1
OG0008822			KAH0575020.1
OG0008823			KAH0575024.1
OG0008824			KAH0575025.1
OG0008825			KAH0575026.1
OG0008826			KAH0575027.1
OG0008827			KAH0575028.1
OG0008828			KAH0575029.1
OG0008829			KAH0575030.1
OG0008830			KAH0575032.1
OG0008831			KAH0575033.1
OG0008832			KAH0575035.1
OG0008833			KAH0575036.1
OG0008834			KAH0575037.1
OG0008835			KAH0575038.1
OG0008836			KAH0575039.1
OG0008837			KAH0575040.1
OG0008838			KAH0575041.1
OG0008839			KAH0575042.1
OG0008840			KAH0575044.1
OG0008841			KAH0575045.1
OG0008842			KAH0575048.1
OG0008843			KAH0575049.1
OG0008844			KAH0575050.1
OG0008845			KAH0575051.1
OG0008846			KAH0575052.1
OG0008847			KAH0575053.1
OG0008848			KAH0575054.1
OG0008849			KAH0575055.1
OG0008850			KAH0575056.1
OG0008851			KAH0575057.1
OG0008852			KAH0575058.1
OG0008853			KAH0575060.1
OG0008854			KAH0575061.1
OG0008855			KAH0575063.1
OG0008856			KAH0575064.1
OG0008857			KAH0575065.1
OG0008858			KAH0575067.1
OG0008859			KAH0575069.1
OG0008860			KAH0575070.1
OG0008861			KAH0575071.1
OG0008862			KAH0575072.1
OG0008863			KAH0575073.1
OG0008864			KAH0575074.1
OG0008865			KAH0575075.1
OG0008866			KAH0575077.1
OG0008867			KAH0575079.1
OG0008868			KAH0575080.1
OG0008869			KAH0575081.1
OG0008870			KAH0575082.1
OG0008871			KAH0575083.1
OG0008872			KAH0575084.1
OG0008873			KAH0575085.1
OG0008874			KAH0575086.1
OG0008875			KAH0575087.1
OG0008876			KAH0575089.1
OG0008877			KAH0575090.1
OG0008878			KAH0575091.1
OG0008879			KAH0575092.1
OG0008880			KAH0575093.1
OG0008881			KAH0575094.1
OG0008882			KAH0575095.1
OG0008883			KAH0575096.1
OG0008884			KAH0575097.1
OG0008885			KAH0575098.1
OG0008886			KAH0575099.1
OG0008887			KAH0575100.1
OG0008888			KAH0575101.1
OG0008889			KAH0575103.1
OG0008890			KAH0575104.1
OG0008891			KAH0575106.1
OG0008892			KAH0575107.1
OG0008893			KAH0575108.1
OG0008894			KAH0575109.1
OG0008895			KAH0575110.1
OG0008896			KAH0575111.1
OG0008897			KAH0575113.1
OG0008898			KAH0575114.1
OG0008899			KAH0575115.1
OG0008900			KAH0575116.1
OG0008901			KAH0575117.1
OG0008902			KAH0575119.1
OG0008903			KAH0575120.1
OG0008904			KAH0575123.1
OG0008905			KAH0575124.1
OG0008906			KAH0575125.1
OG0008907			KAH0575126.1
OG0008908			KAH0575128.1
OG0008909			KAH0575131.1
OG0008910			KAH0575132.1
OG0008911			KAH0575133.1
OG0008912			KAH0575134.1
OG0008913			KAH0575135.1
OG0008914			KAH0575137.1
OG0008915			KAH0575138.1
OG0008916			KAH0575139.1
OG0008917			KAH0575140.1
OG0008918			KAH0575142.1
OG0008919			KAH0575143.1
OG0008920			KAH0575144.1
OG0008921			KAH0575145.1
OG0008922			KAH0575146.1
OG0008923			KAH0575148.1
OG0008924			KAH0575149.1
OG0008925			KAH0575151.1
OG0008926			KAH0575152.1
OG0008927			KAH0575154.1
OG0008928			KAH0575156.1
OG0008929			KAH0575158.1
OG0008930			KAH0575160.1
OG0008931			KAH0575161.1
OG0008932			KAH0575162.1
OG0008933			KAH0575164.1
OG0008934			KAH0575165.1
OG0008935			KAH0575166.1
OG0008936			KAH0575167.1
OG0008937			KAH0575168.1
OG0008938			KAH0575173.1
OG0008939			KAH0575175.1
OG0008940			KAH0575176.1
OG0008941			KAH0575178.1
OG0008942			KAH0575179.1
OG0008943			KAH0575180.1
OG0008944			KAH0575181.1
OG0008945			KAH0575182.1
OG0008946			KAH0575183.1
OG0008947			KAH0575185.1
OG0008948			KAH0575188.1
OG0008949			KAH0575191.1
OG0008950			KAH0575193.1
OG0008951			KAH0575194.1
OG0008952			KAH0575195.1
OG0008953			KAH0575196.1
OG0008954			KAH0575197.1
OG0008955			KAH0575198.1
OG0008956			KAH0575201.1
OG0008957			KAH0575204.1
OG0008958			KAH0575205.1
OG0008959			KAH0575206.1
OG0008960			KAH0575207.1
OG0008961			KAH0575208.1
OG0008962			KAH0575209.1
OG0008963			KAH0575210.1
OG0008964			KAH0575212.1
OG0008965			KAH0575213.1
OG0008966			KAH0575214.1
OG0008967			KAH0575216.1
OG0008968			KAH0575217.1
OG0008969			KAH0575218.1
OG0008970			KAH0575219.1
OG0008971			KAH0575220.1
OG0008972			KAH0575221.1
OG0008973			KAH0575222.1
OG0008974			KAH0575223.1
OG0008975			KAH0575224.1
OG0008976			KAH0575225.1
OG0008977			KAH0575226.1
OG0008978			KAH0575227.1
OG0008979			KAH0575228.1
OG0008980			KAH0575229.1
OG0008981			KAH0575231.1
OG0008982			KAH0575234.1
OG0008983			KAH0575236.1
OG0008984			KAH0575237.1
OG0008985			KAH0575240.1
OG0008986			KAH0575243.1
OG0008987			KAH0575244.1
OG0008988			KAH0575245.1
OG0008989			KAH0575248.1
OG0008990			KAH0575249.1
OG0008991			KAH0575250.1
OG0008992			KAH0575251.1
OG0008993			KAH0575253.1
OG0008994			KAH0575254.1
OG0008995			KAH0575255.1
OG0008996			KAH0575260.1
